task_id,patient_id,phase,z_index,slice_id,batch_index,updated,pool_size_before,pool_size_after,graph_count,current_graph_count,sampled_nodes,foreground_pixels,reliable_pixels,graph_loss,commonality_loss,total_loss,detach_backbone
33,A1D0Q7,ED,0,A1D0Q7_ED_slice000,1,False,0,1,1,1,11,196,98,,,,False
33,A1D0Q7,ED,1,A1D0Q7_ED_slice001,2,True,1,2,2,1,11,751,375,0.22937218844890594,0.013938426971435547,0.23215986788272858,False
33,A1D0Q7,ED,2,A1D0Q7_ED_slice002,3,True,2,3,3,1,11,1196,598,0.0004944844986312091,0.09546545892953873,0.019587576389312744,False
33,A1D0Q7,ED,3,A1D0Q7_ED_slice003,4,True,3,3,4,1,11,1764,882,0.00013197207590565085,0.0196295827627182,0.004057888872921467,False
33,A1D0Q7,ED,4,A1D0Q7_ED_slice004,5,True,3,3,4,1,11,2235,1117,0.00020372969447635114,0.11447630822658539,0.023098992183804512,False
33,A1D0Q7,ED,5,A1D0Q7_ED_slice005,6,True,3,3,4,1,11,2510,1255,2.625335810080287e-06,0.03918140381574631,0.007838906720280647,False
33,A1D0Q7,ED,6,A1D0Q7_ED_slice006,7,True,3,3,4,1,11,2977,1488,4.400587840791559e-07,0.006551623344421387,0.0013107646955177188,False
33,A1D0Q7,ED,7,A1D0Q7_ED_slice007,8,True,3,3,4,1,11,3136,1568,1.817868522380195e-09,0.08146507292985916,0.01629301719367504,False
33,A1D0Q7,ED,8,A1D0Q7_ED_slice008,9,True,3,3,4,1,11,2182,1091,1.4046553253876937e-08,0.02469737082719803,0.004939488135278225,False
33,A1D0Q7,ED,9,A1D0Q7_ED_slice009,10,True,3,3,4,1,11,815,407,2.2728923187997907e-09,0.005137387663125992,0.0010274798842146993,False
33,A1D0Q7,ES,0,A1D0Q7_ES_slice000,11,True,3,3,4,1,1,1,1,6.9856431750281445e-09,0.004977043718099594,0.0009954157285392284,False
33,A1D0Q7,ES,1,A1D0Q7_ES_slice001,12,True,3,3,4,1,11,668,334,3.649992086351972e-09,0.0023188628256320953,0.00046377620310522616,False
33,A1D0Q7,ES,2,A1D0Q7_ES_slice002,13,True,3,3,4,1,11,876,438,0.20845311880111694,0.0012440644204616547,0.2087019383907318,False
33,A1D0Q7,ES,3,A1D0Q7_ES_slice003,14,True,3,3,4,1,11,1165,582,0.004218557383865118,0.0002869069576263428,0.0042759389616549015,False
33,A1D0Q7,ES,4,A1D0Q7_ES_slice004,15,True,3,3,4,1,11,1362,681,0.0016133084427565336,0.00017593055963516235,0.0016484945081174374,False
33,A1D0Q7,ES,5,A1D0Q7_ES_slice005,16,True,3,3,4,1,11,1607,803,0.0008662379113957286,0.00017576292157173157,0.0009013905073516071,False
33,A1D0Q7,ES,6,A1D0Q7_ES_slice006,17,True,3,3,4,1,11,1444,722,0.0005079181864857674,0.000850185751914978,0.000677955336868763,False
33,A1D0Q7,ES,7,A1D0Q7_ES_slice007,18,True,3,3,4,1,11,1215,607,0.0018108548829331994,0.0009470023214817047,0.0020002552773803473,False
33,A1D0Q7,ES,8,A1D0Q7_ES_slice008,19,True,3,3,4,1,11,514,257,0.0014988230541348457,0.0008325055241584778,0.00166532420553267,False
33,A1D0Q7,ES,9,A1D0Q7_ES_slice009,20,True,3,3,3,0,0,0,0,0.0018806480802595615,0.0007693237857893109,0.0020345128141343594,False
33,A1O8Z3,ED,0,A1O8Z3_ED_slice000,21,True,3,3,3,0,0,0,0,0.0013292459771037102,0.0007836553850211203,0.0014859770890325308,False
33,A1O8Z3,ED,1,A1O8Z3_ED_slice001,22,True,3,3,4,1,11,364,182,0.00012509527732618153,0.0018768161535263062,0.000500458525493741,False
33,A1O8Z3,ED,2,A1O8Z3_ED_slice002,23,True,3,3,4,1,11,631,315,0.018265340477228165,0.002934712916612625,0.01885228231549263,False
33,A1O8Z3,ED,3,A1O8Z3_ED_slice003,24,True,3,3,4,1,11,891,445,6.735839997418225e-05,0.002101123332977295,0.0004875830782111734,False
33,A1O8Z3,ED,4,A1O8Z3_ED_slice004,25,True,3,3,4,1,11,1074,537,0.010097526013851166,0.0019844919443130493,0.010494424030184746,False
33,A1O8Z3,ED,5,A1O8Z3_ED_slice005,26,True,3,3,4,1,11,1746,873,0.0075585865415632725,0.0017323046922683716,0.00790504738688469,False
33,A1O8Z3,ED,6,A1O8Z3_ED_slice006,27,True,3,3,4,1,11,2404,1202,0.004773040302097797,0.0024860315024852753,0.0052702464163303375,False
33,A1O8Z3,ED,7,A1O8Z3_ED_slice007,28,True,3,3,4,1,11,2737,1368,0.0007440869812853634,0.0030919238924980164,0.001362471841275692,False
33,A1O8Z3,ED,8,A1O8Z3_ED_slice008,29,True,3,3,4,1,11,2922,1461,0.0001328330981777981,0.0028314292430877686,0.0006991189438849688,False
33,A1O8Z3,ED,9,A1O8Z3_ED_slice009,30,True,3,3,4,1,11,2809,1404,5.543259248952381e-05,0.0025186575949192047,0.0005591641529463232,False
33,A1O8Z3,ED,10,A1O8Z3_ED_slice010,31,True,3,3,4,1,11,128,64,9.016177500598133e-05,0.002408728003501892,0.0005719073815271258,False
33,A1O8Z3,ES,0,A1O8Z3_ES_slice000,32,True,3,3,3,0,0,0,0,0.00024115633277688175,0.002612902084365487,0.0007637367234565318,False
