domain,seed,step,backbone_id,patient_id,phases,n_volumes,n_slices,dice_rv,dice_myo,dice_lv,dice_mean,hd95_rv,hd95_myo,hd95_lv,hd95_mean
vendor_A_Siemens,0,1,MeanTeacher_Patient1_Seed0_GlobalLearnableInterpolation-Balanced,A0S9V9,ED|ES,2,26,0.2505682023852866,0.3912592475918334,0.6470350932549036,0.4296208477440078,11.0487067523716,77.39453883122823,3.6770509831248424,30.706765522241557
vendor_A_Siemens,0,2,MeanTeacher_Patient1_Seed0_GlobalLearnableInterpolation-Balanced,A1D9Z7,ED|ES,2,26,0.10648859122341527,0.5885171811223677,0.552463009607588,0.4158229273177903,52.29570271702716,127.4521327522817,33.132063705039926,70.9599663914496
vendor_A_Siemens,0,3,MeanTeacher_Patient1_Seed0_GlobalLearnableInterpolation-Balanced,A1E9Q1,ED|ES,2,26,0.5749235828226756,0.5282161648230841,0.8378505588867953,0.646996768844185,7.108984451682133,82.59774826758536,3.302775637731995,31.003169452333164
vendor_A_Siemens,0,4,MeanTeacher_Patient1_Seed0_GlobalLearnableInterpolation-Balanced,A2C0I1,ED|ES,2,24,0.14968214233397767,0.5033447299697886,0.598143787422792,0.4170568865755195,281.01830547152633,73.50694735500129,6.005538513813737,120.17693044678045
vendor_A_Siemens,0,5,MeanTeacher_Patient1_Seed0_GlobalLearnableInterpolation-Balanced,A2L1N6,ED|ES,2,26,0.30214730276459517,0.4683500444660143,0.7243747987223061,0.4982907153176385,12.044229475140463,23.985064081483785,60.71263462315401,32.24730939325942
vendor_A_Siemens,0,6,MeanTeacher_Patient1_Seed0_GlobalLearnableInterpolation-Balanced,A2N8V0,ED|ES,2,22,0.016378358762662647,0.4203553691869212,0.7243685948733882,0.38703410760765733,286.4600686617497,45.75590205128192,87.32458283513927,139.8468511827236
vendor_A_Siemens,0,7,MeanTeacher_Patient1_Seed0_GlobalLearnableInterpolation-Balanced,A3H1O5,ED|ES,2,22,0.39640776913461184,0.5107309370281441,0.6254520546384886,0.5108635869337482,10.448090024443985,42.945685279408636,87.51209139843215,46.968622234094916
vendor_A_Siemens,0,8,MeanTeacher_Patient1_Seed0_GlobalLearnableInterpolation-Balanced,A4B5U4,ED|ES,2,28,0.09322774091704111,0.3701675725301464,0.6817266709521123,0.3817073281331,235.83073461665083,10.878988008152422,69.41963245345998,105.37645169275442
vendor_A_Siemens,0,9,MeanTeacher_Patient1_Seed0_GlobalLearnableInterpolation-Balanced,A4J4S4,ED|ES,2,22,0.16181099838104496,0.45836016730127466,0.6834984693384967,0.4345565450069388,23.157964895636624,9.75,3.25,12.052654965212207
vendor_A_Siemens,0,10,MeanTeacher_Patient1_Seed0_GlobalLearnableInterpolation-Balanced,A4U9V5,ED|ES,2,24,0.06609195062525311,0.6130104412967361,0.821029318460345,0.5000439034607781,32.78082622597615,8.422951503238533,17.6722049292005,19.62532755280506
vendor_A_Siemens,0,11,MeanTeacher_Patient1_Seed0_GlobalLearnableInterpolation-Balanced,A6B5G9,ED|ES,2,24,0.10165575700018756,0.394001990256554,0.5641012312351785,0.35325299283064004,280.64231271304266,17.52113840066827,24.748443086777687,107.63729806682954
vendor_A_Siemens,0,12,MeanTeacher_Patient1_Seed0_GlobalLearnableInterpolation-Balanced,A6D5F9,ED|ES,2,26,0.008916776882846478,0.3848605263500898,0.5576969749770806,0.31715809273667234,290.54738294075156,10.931390245600108,16.68457197760805,106.05444838798657
vendor_A_Siemens,0,13,MeanTeacher_Patient1_Seed0_GlobalLearnableInterpolation-Balanced,A7D9L8,ED|ES,2,16,0.23623336081300264,0.7016522200446325,0.8408112948789797,0.5928989585788716,25.626872875063047,2.8634358095118158,1.9264737429580434,10.138927475844303
vendor_A_Siemens,0,14,MeanTeacher_Patient1_Seed0_GlobalLearnableInterpolation-Balanced,A7M7P8,ED|ES,2,24,2.8547534814831267e-10,0.40175433709966746,0.49312009661074957,0.2982914779986308,541.0485190812373,36.08132033631455,37.104920380027316,204.7449199325264
vendor_A_Siemens,0,15,MeanTeacher_Patient1_Seed0_GlobalLearnableInterpolation-Balanced,A7O4T6,ED|ES,2,24,0.10682632593785972,0.40842604549165773,0.6129038197712365,0.3760520637335847,57.487484605953654,13.173891362135908,40.398580748948724,37.019985572346094
vendor_A_Siemens,0,16,MeanTeacher_Patient1_Seed0_GlobalLearnableInterpolation-Balanced,B0H7V0,ED|ES,2,26,0.01513310522867387,0.39916938146669556,0.4981050316451714,0.30413583944684697,301.44706082181574,9.244480515339465,19.880174161595086,110.19057183291677
vendor_A_Siemens,0,17,MeanTeacher_Patient1_Seed0_GlobalLearnableInterpolation-Balanced,B0I2Z0,ED|ES,2,24,0.07669339225357731,0.09515611177212908,0.24551161877983996,0.13912037426851545,36.16265037288173,157.34448036298932,137.83313823758246,110.4467563244845
vendor_A_Siemens,0,18,MeanTeacher_Patient1_Seed0_GlobalLearnableInterpolation-Balanced,B2C2Z7,ED|ES,2,32,0.28340869824450543,0.514659209222408,0.8108186023704615,0.536295503279125,17.020237672318665,81.05577280850491,11.367877177995275,36.48129588627295
vendor_A_Siemens,0,19,MeanTeacher_Patient1_Seed0_GlobalLearnableInterpolation-Balanced,B2D9M2,ED|ES,2,20,1.8504243669803823e-10,0.20129817110313003,0.2145374196965076,0.13861186366156,541.0115525568747,123.46141432642764,11.530535637236726,225.3345008401797
vendor_A_Siemens,0,20,MeanTeacher_Patient1_Seed0_GlobalLearnableInterpolation-Balanced,B2G5R2,ED|ES,2,18,0.03187676799584505,0.5501242371237365,0.6354971111344914,0.40583270541802435,50.39568850660895,6.354101966249685,3.0,19.916596824286213
vendor_A_Siemens,0,21,MeanTeacher_Patient1_Seed0_GlobalLearnableInterpolation-Balanced,B3F0V9,ED|ES,2,22,0.2328951302402458,0.3116065892544186,0.5979453815477671,0.3808157003474772,277.7126460098844,151.31879270290014,4.555382388432287,144.52894036707227
vendor_A_Siemens,0,22,MeanTeacher_Patient1_Seed0_GlobalLearnableInterpolation-Balanced,B3O1S0,ED|ES,2,22,0.0599256970631422,0.6284881404908484,0.8360961009627996,0.5081699795055967,36.065715592901086,6.9335572320687735,2.6726039399558577,15.223958921641904
vendor_A_Siemens,0,23,MeanTeacher_Patient1_Seed0_GlobalLearnableInterpolation-Balanced,B3P3R1,ED|ES,2,12,0.08211794575190838,0.4503010598080116,0.5886295698328528,0.37368285846425753,281.9641221124214,72.69257175056586,70.00314272715678,141.55327886338134
vendor_A_Siemens,0,24,MeanTeacher_Patient1_Seed0_GlobalLearnableInterpolation-Balanced,B4O3V3,ED|ES,2,20,2.632004794191656e-10,0.31919786094645775,0.32596009445546037,0.21505265188837286,541.0115525568747,36.383901115736464,8.880394835908376,195.42528283617318
vendor_A_Siemens,0,25,MeanTeacher_Patient1_Seed0_GlobalLearnableInterpolation-Balanced,B5F8L9,ED|ES,2,24,0.38077794405748117,0.5639161633100456,0.7930274601396712,0.5792405225023993,22.01529284985582,114.14091229355434,2.1726039399558577,46.109603027788665
vendor_A_Siemens,0,26,MeanTeacher_Patient1_Seed0_GlobalLearnableInterpolation-Balanced,B8H5H6,ED|ES,2,24,0.2446492095187268,0.5707670990345981,0.8091025654083555,0.5415062913205602,30.353730627150078,7.811053734031409,2.25,13.471594787060496
vendor_A_Siemens,0,27,MeanTeacher_Patient1_Seed0_GlobalLearnableInterpolation-Balanced,B8J7R4,ED|ES,2,24,0.24179544612550583,0.5304879289216321,0.7424224135666035,0.5049019295379139,26.342329219213244,13.346943938577466,3.0227081624256398,14.237327106738782
vendor_A_Siemens,0,28,MeanTeacher_Patient1_Seed0_GlobalLearnableInterpolation-Balanced,B9E0Q1,ED|ES,2,26,0.295120364532891,0.5508213376559412,0.8091458273015925,0.551695843163475,16.06020515882699,136.22782315057734,16.38274595042156,56.22359141994196
vendor_A_Siemens,0,29,MeanTeacher_Patient1_Seed0_GlobalLearnableInterpolation-Balanced,B9H8N8,ED|ES,2,24,0.17308502097014378,0.29550834546149674,0.6589260670639355,0.375839811165192,22.833023568851726,11.686603100706886,4.809542004660259,13.10972289140629
vendor_A_Siemens,0,30,MeanTeacher_Patient1_Seed0_GlobalLearnableInterpolation-Balanced,C0K1P0,ED|ES,2,24,0.2081032541628408,0.3385978143287597,0.6049618717205136,0.38388764673737136,27.779908510203928,95.1028907700325,3.6360009363293826,42.17293340552194
vendor_A_Siemens,0,31,MeanTeacher_Patient1_Seed0_GlobalLearnableInterpolation-Balanced,C1K8P5,ED|ES,2,24,0.1375740057904762,0.5168102154019243,0.7291292766496875,0.4611711659473627,21.703618429741358,38.22666048802637,36.77481396123869,32.235030959668805
vendor_A_Siemens,0,32,MeanTeacher_Patient1_Seed0_GlobalLearnableInterpolation-Balanced,C2J0K3,ED|ES,2,24,3.0636721125580614e-10,0.2015567397333511,0.25513144522950515,0.15222939508974115,541.0485190812373,93.7124989955518,121.23610847878336,251.99904218519077
vendor_A_Siemens,0,33,MeanTeacher_Patient1_Seed0_GlobalLearnableInterpolation-Balanced,C4E9I1,ED|ES,2,26,0.003361526991857371,0.2500005497799365,0.34759451037434497,0.2003188623820463,294.6888201385946,50.18305041415726,49.08084623390569,131.3175722622192
vendor_A_Siemens,0,34,MeanTeacher_Patient1_Seed0_GlobalLearnableInterpolation-Balanced,C5M4S2,ED|ES,2,24,0.1033350178458345,0.3992948074787968,0.6122327584001426,0.37162086124159127,279.09018039012454,117.69763685006484,5.5728494998020786,134.12022224666381
